customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
494dded5b201313c64ed7f100595b95c,f2a85dec752b8517b5e58a06ff3cd937,20780,rio de janeiro,RJ
d31dbd02ac052d662285f678f8994326,45b1948a7554a397cc42c2ea55c54ab6,18207,itapetininga,SP
e28dd4261bed9c7ba89ecaf411b88f7c,b6aa1d5781553afaa244c3e42246d93c,88302,itajai,SC
4afc1dcca5fe8926fc97d60a4497f8ab,a464f750556546a0989d9326ec003ccf,8220,sao paulo,SP
761df82feda9778854c6dafdaeb567e4,1428917cd397d4f9ac0fde76dd6f2266,69317,boa vista,RR
82f0b75bb50fcb30711e5277e36b3983,4a8c8f751984985cd49f74249da95aae,8485,sao paulo,SP
f5458ddc3545711efa883dd7ae7c4497,661a5e18a28b34880ccc60112f2b8e8e,62360,ibiapina,CE
295ae9b35379e077273387ff64354b6f,f1f4f45c8602d0db1329eed1c8e935d4,19780,quata,SP
f3f0e613e0bdb9c7cee75504f0f90679,9f269af9c49244f6ba4a46985a3cfc2e,3436,sao paulo,SP
3a874b4d4c4b6543206ff5d89287f0c3,a25d5f94840d3c6a1a49f271ed83f4ec,21715,rio de janeiro,RJ
f54a9f0e6b351c431402b8461ea51999,39382392765b6dc74812866ee5ee92a7,99655,faxinalzinho,RS
ec66df2cb66dfda07c03050470e21f69,8c36d7644f5966816dcdd2d70b606eba,9050,santo andre,SP
e05a24d2c1d2cd3ae0482ecc1b4d069f,63386c87125fd15ae6798a09856e9eff,66820,belem,PA
456dc10730fbdba34615447ea195d643,1974875b4a1d2e2ee6d586e3ba4d7602,5634,sao paulo,SP
2fcc597b8934d99715dbfff7909dd27f,da4f38e2697f8013c97ed2d8af65e0b9,28898,rio das ostras,RJ
de1e5517fb50896bbdcff5814fb31802,2c87620a0cba3dc7cdaf2617928d15d7,24426,sao goncalo,RJ
4dafe3c841d2d6cc8a8b6d25b35704b9,10669e874b7ddaab97d6d539578576d7,54762,camaragibe,PE
6ccb997c97b0734228b454ba220ed00e,6eb9314151358fa3229b370c00fa289d,3282,sao paulo,SP
d2a79636084590b7465af8ab374a8cf5,c7f8d7b1fffc946d7069574f74c39f4e,88140,santo amaro da imperatriz,SC
191984a8ba4cbb2145acb4fe35b69664,08642cd329066fe11ec63293f714f2f8,33030,santa luzia,MG
f178c1827f67a8467b0385b7378d951a,9d9ab3b77f0416765b3fbedf94a942a4,12070,taubate,SP
0bf19317b1830a69e55b40710576aa7a,5ddb4fdd9cef2450d17ae20639815885,13218,jundiai,SP
8644be24d48806bc3a88fd59fb47ceb1,4ca5f90433afb5493247f0bafb583483,73350,brasilia,DF
3391c4bc11a817e7973e498b0b023158,1b542f810484d8c042aed33a7c61a218,4561,sao paulo,SP
fee181bf648906d1c57f84f216976286,4754e3b66497719a91b36268ed9c5718,13760,tapiratiba,SP
74805bc388861fa350ed2fade8444e0b,5d710d9a48ebb7fe5ffc2940ff29f346,38401,uberlandia,MG
8f6e5911262a8742393596bee2c09eac,1262c5e6cb8a5dc8c45fde0d536da589,20560,rio de janeiro,RJ
9582c5bbecc65eb568e2c1d839b5cba1,0e634b16e4c585acbd7b2e8276ce6677,11701,praia grande,SP
25dbbf0c477fd4ae0880aaffbb12e8b3,46450c74a0d8c5ca9395da1daac6c120,88034,florianopolis,SC
6772a0a230a2667d16c3620f000e1348,c7a9a76a4b24a7e7b2caff982409b7ee,58600,santa luzia,PB
4632eb5a8f175f6fe020520ae0c678f3,6da92ae920ab16fc4eceb8fcd7bd43ce,8280,sao paulo,SP
0913cdce793684e52bbfac69d87e91fd,11c3d6c93dea6ce86769a4835c171bd9,87013,maringa,PR
99ebfafde8b9e58fd12db9d5cc83132f,a946faf63af327d1dd0362b3fa3882a3,83328,pinhais,PR
d9ef95f98d8da3b492bb8c0447910498,a2649503b92028291f011a976619b322,26572,mesquita,RJ
059f7fc5719c7da6cbafe370971a8d70,d0ff1a7468fcc46b8fc658ab35d2a12c,13186,hortolandia,SP
ddaff536587109b89777e0353215e150,c796780c7daeab9e94cc052b1f103b21,26600,paracambi,RJ
3532ba38a3fd242259a514ac2b6ae6b6,4fa4365000c7090fcb8cad5713c6d3db,1151,sao paulo,SP
7f71ae48074c0cfec9195f88fcbfac55,29dc4aeff866d6a940c471a3ea4faef0,5752,sao paulo,SP
1bccb206de9f0f25adc6871a1bcf77b2,6a04c8339c44b23e189446216a494569,32071,contagem,MG
dd5095632e3953fc0947b8ab5176b0be,da45a9a1df408c39f013b9b0b505042c,70680,brasilia,DF
7c2bf05f6902368e5d21040b68c2bbdb,36e06ca722231b14a75e6a33ffaa5f37,1522,sao paulo,SP
dd24965dd5aa551df36ce4baf180445b,930c4390af58f67334447c3a1cf2ba36,87160,mandaguacu,PR
df9b032b2ad0fd6bf37dfb48e5f83845,410979f3cfd34e467d4fad78bd0f0219,89440,irineopolis,SC
684fa6da5134b9e4dab731e00011712d,ddf60e20e6e262e2136801ce5cd628b0,49030,aracaju,SE
30f3b26a06e5a67682305298f83e6be3,b9fdb2f344509f77f84250a748c6319c,68553,redencao,PA
52006a9383bf149a4fb24226b173106f,528b011eb7fab3d59c336cc7248eed3a,38600,paracatu,MG
2b56e94c2f66f2d97cfa63356f69cee8,cc1a30280651daf2d918ed7868575771,95270,flores da cunha,RS
b1dd715db389a2077f43174e7a675d07,a8dd81392e5eee5d979c629a76abec2a,13059,campinas,SP
1fa16395beca89233661543954ca6cf1,61181b9bc9188678b5991d89064dd961,76970,pimenta bueno,RO
9f6618c17568ac301465fe7ad056c674,e3bcfea9bab07b492391664fc1ffc28a,44180,antonio cardoso,BA
7607cd563696c27ede287e515812d528,596ed6d7a35890b3fbac54ec01f69685,2318,sao paulo,SP
29cb486c739f9774c8eb542e07b56cd2,2ae3c67452283d5a0d30b32e0d33296e,71505,brasilia,DF
5f16605299d698660e0606f7eae2d2f9,92fd8aa5948e20c43a014c44c025c5e1,77480,alvorada,TO
f88197465ea7920adcdbec7375364d82,7c142cf63193a1473d2e66489a9ae977,59296,sao goncalo do amarante,RN
5dda11942d4f77bee3a46d71e442aec4,6a0e43f0d7e1b5539e4c58a26ebe35da,46740,boninal,BA
d5420a7dc4c5c1f95b7912368419f59f,4d024a9c22e0d1232091ee9915499719,16370,promissao,SP
a90391a47de936d56c66a5366cba1462,32de2a7a93dbfc527b3f584744b9c6ce,37310,bom jardim de minas,MG
9916715c2ab6ee1710c9c32f0a534ad2,bf0303939d54b8df5da4762bbaab1955,22631,rio de janeiro,RJ
6d6b50b66d79f80827b6d96751528d30,8ea097b1824dbd4d17af71b0afe04301,5514,sao paulo,SP
e963d0e4f815dcd28b135d7d340ec51a,215e0a9044344dca7820b462c60bd206,14010,ribeirao preto,SP
636e15840ab051faa13d3f781b6e4233,65e5aaf9f721945f29cdba45c206cb83,14090,ribeirao preto,SP
470b93b3f1cde85550fc74cd3a476c78,2349bbb558908e0955e98d47dacb7adb,48607,paulo afonso,BA
8ab97904e6daea8866dbdbc4fb7aad2c,72632f0f9dd73dfee390c9b22eb56dd6,9195,santo andre,SP
388025bec8128ff20ec1a316ed4dcf02,f9effeed3df9ae063a58c0759b96f8b2,85804,cascavel,PR
c7340080e394356141681bd4c9b8fe31,3e4fd73f1e86b135b9b121d6abbe9597,19400,presidente venceslau,SP
503740e9ca751ccdda7ba28e9ab8f608,80bb27c7c16e8f973207a5086ab329e2,86320,congonhinhas,PR
816f8653d5361cbf94e58c33f2502a5c,37363700139c1aef873bbcd916e57dfd,5778,sao paulo,SP
9ef432eb6251297304e76186b10a928d,7c396fd4830fd04220f754e42b4e5bff,3149,sao paulo,SP
68451b39b1314302c08c65a29f1140fc,781ae350edb16842380e81d7c7feb431,20740,rio de janeiro,RJ
b673f0597cb0c4d12778f731045f361a,04e495a3f45df8b41be2e934bbc16961,94055,gravatai,RS
6d491c9fe2f04f6e2af6ec033cd8907c,7eb6b25c03556dfd2a2ee982f42074c2,91450,porto alegre,RS
3a897024068ed42a183de61d5727d866,adeefbe14d26d3bf90facfeaae35d605,4845,sao paulo,SP
2c3642e1392097fb4af76a76fec16a46,08de4d9507128e2ad419e26cc4f22b65,11440,guaruja,SP
52142aa69d8d0e1247ab0cada0f76023,a6fefcd9f434474cf6fcd8ed1102fd63,55540,palmares,PE
55e6b290205c84ddd23ddf5eb134efd4,7f2eb9cf900070f2e7a7f0e95719f85b,13145,paulinia,SP
ed0271e0b7da060a393796590e7b737a,36edbb3fb164b1f16485364b6fb04c73,98900,santa rosa,RS
a9d37ddc8ba4d9f6dbac7d8ec378cc95,3c0402bcc3ec3b33fc4430eb6c08720a,89225,joinville,SC
b0830fb4747a6c6d20dea0b8c802d7ef,af07308b275d755c9edb36a90c618231,47813,barreiras,BA
bb2f5e670f7155dc622c57e4b31d0a69,31b8fa2573bde01af4737e8ed29c348b,2346,sao paulo,SP
756fb9391752dad934e0fe3733378e57,394b2ce444baae9ae609f5d32000de0f,47850,luis eduardo magalhaes,BA
5bb39c890c91b1d26801aa19a9336eac,a71cac9f356cfeb9db35061020806212,2407,sao paulo,SP
b6e18008af6aeb4a5ce5574c15ca2b48,4919652599408c4cdb93218f74137435,41219,salvador,BA
e56f6dff7b8ac9813ddeb2312f0d834f,d4bf092ba54c293495ebbbd982d653d8,13040,campinas,SP
7e20bf5ca92da68200643bda76c504c6,576ea0cab426cd8a00fad9a9c90a4494,41213,salvador,BA
2a1dfb647f32f4390e7b857c67458536,5f7d7732b351ce851a158528581af05f,54330,jaboatao dos guararapes,PE
7203eb38fea2b4a15dd6c39575314aa4,c59ba65efe3622bcfaf929ecd5fbfbf5,11740,itanhaem,SP
cce89a605105b148387c52e286ac8335,bd13608b9c6033892ce62269b50a0afc,9182,santo andre,SP
738b086814c6fcc74b8cc583f8516ee3,6e26bbeaa107ec34112c64e1ee31c0f5,21381,rio de janeiro,RJ
81e08b08e5ed4472008030d70327c71f,0e764fc1a13e47e900c3d59a989753e8,36045,juiz de fora,MG
911e4c37f5cafe1604fe6767034bf1ae,51838d41add414a0b1b989b7d251d9ee,13068,campinas,SP
1a87b8517b7d31373b50396eb15cb445,1c13e7a690e418f5a133c8a219b5a124,20910,rio de janeiro,RJ
f26a435864aebedff7f7c84f82ee229f,bb4d84a2b45b22ed710ac8c0dec63d1a,8552,poa,SP
938698ae953596e231326da5ff220f68,545d52845f89fb2a0069f8af963812de,72715,brasilia,DF
9bdf08b4b3b52b5526ff42d37d47f222,932afa1e708222e5821dac9cd5db4cae,26525,nilopolis,RJ
64fb950e760ec8b0db79154a1fa9c1bf,b11b7871c2b8be2d11fab954f58542f2,18017,sorocaba,SP
bf141bf67fbe428d558bcf0e018eab60,c756e1910755edd88c00ac3f46baba4b,31255,belo horizonte,MG
3135962ee745ef39b85576df7ddbaa99,00b2ca23369b68c4d4105ecea9c0cb93,62970,alto santo,CE
1833a0540067becaf59368fe4cd4303a,ca73adc05ad5d0d880de79b5ea3253b3,4053,sao paulo,SP
7f2178c5d771e17f507d3c1637339298,12e7a2c201751ddc979e7a45cef500f3,1038,sao paulo,SP
c622b892a190735ef81c0087973fa16d,439ced9aafa171a1ac88efa951c7db0a,85618,flor da serra do sul,PR
79183cd650e2bb0d475b0067d45946ac,c77154776ead8e798c2d684205938f71,90620,porto alegre,RS
332df68ccac2f2f7d9e11299188f8bce,bb7ef994cc22b1fc694ac59fb377b824,39135,presidente kubitschek,MG
e3fe72696c4713d64d3c10afe71e75ed,c4ebedb09beb89cc0314c5c0c33f8053,9961,diadema,SP
9408366cfabe249cc4e4680dffb79c5c,6243e6aedca8bf97d0e619c5eed532be,71725,brasilia,DF
a166da34890074091a942054b36e4265,451e48381edab7f1f6dbfa6d728616ff,89070,blumenau,SC
f5afca14dfa9dc64251cf2b45c54c363,38cad70d154a4dcc42b598d5c01f7ef1,25211,duque de caxias,RJ
31ad1d1b63eb9962463f764d4e6e0c9d,299905e3934e9e181bfb2e164dd4b4f8,18075,sorocaba,SP
7711cf624183d843aafe81855097bc37,782987b81c92239d922aa49d6bd4200b,4278,sao paulo,SP
72ae281627a6102d9b3718528b420f8a,b8df986511d928829c3192c2ed081eba,3323,sao paulo,SP
aa797b187b5466bc6925aaaa4bb3bed1,c219f4ac1bc7f1aea33e6ab8885831e8,68742,castanhal,PA
29ef1f160ce630146dafa02052e2c5bf,68e9aca85421a3dc655325bcdf9c9912,3271,sao paulo,SP
12fd2740039676063a874b9567dfa651,372e0fc66eacb8698e4f9997d366d961,12230,sao jose dos campos,SP
19402a48fe860416adf93348aba37740,e2dfa3127fedbbca9707b36304996dab,4812,sao paulo,SP
9b18f3fc296990b97854e351334a32f6,b2cac0b16835dabf811b204127f58afa,6330,carapicuiba,SP
05e996469a2bf9559c7122b87e156724,5229b8e4d7d2b9b676c2083c17b1ecd0,93180,portao,RS
7353b0fb8e8d9675e3a704c60ca44ebe,21c933c8dd97d088e64c50988c90ccf5,5017,sao paulo,SP
2932d241d1f31e6df6c701d52370ae02,f7603d34c795584792a484186233e6e5,3942,sao paulo,SP
93ada7a24817edda9f4ab998fa823d16,cd148470c375939669971e8a032b16b4,14091,ribeirao preto,SP
