review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
63dfe8abe264cea1ff8708e7057b37d9,9f3458f0433d4cfa472f4682654b8d49,5,,"Embora não tenha recebido a mercadoria por não ter em estoque, a devolução do valor pago foi muito rápida.",2017-08-11 00:00:00,2017-08-14 13:04:29
5853e27c64b89e222c5e4edf78bec3d4,ee64d42b8cf066f35eac1cf57de1aa85,1,,,2018-07-01 00:00:00,2018-07-11 20:41:18
a932e1fddc0c17fc26de56687b48f922,34513ce0c4fab462a55830c0989c7edb,4,,,2017-07-20 00:00:00,2017-07-22 20:11:54
a2564068ec090aa597394b0d29c95e2a,f346ad4ee8f630e5e4ddaf862a34e6dd,5,,,2018-08-11 00:00:00,2018-08-14 00:34:02
c52b2e7eca1856a268a36a9df72a6150,f271576bed568e896f99eb710cd3a6f8,3,,"Pensei que a cinta seria mais larga.
É muito estreita para cargas pesadas",2018-01-18 00:00:00,2018-01-22 17:08:37
fa15fd075854d1ca192d11caa066509b,0e782c3705510e717d28907746cbda82,4,Ótimo ,O produto veio em perfeitas condições e chegou antes do prazo. Parabéns pelo atendimento. ,2018-05-05 00:00:00,2018-05-07 14:32:31
9a55cbc65c8fad47581da5ebbb2b373e,f3e7c359154d965827355f39d6b1fdac,5,Ótimo ,Sempre vou comprar aqui pois é a melhor parabéns ,2018-08-14 00:00:00,2018-08-14 21:52:46
fcecdc18c0d4da82a2327b8b0d6e284a,d22e9fa5731b9e30e8b27afcdc2f8563,4,,,2018-08-14 00:00:00,2018-08-15 09:20:30
d15ec7fbf73d246a918e3bf1a7e5f268,df8282afe61008dc26c6c31011474d02,3,,Razoável ,2017-04-12 00:00:00,2017-04-12 14:18:26
405af8af63b8abbef3d7296ec77c54cd,10c320f977c6a18f91b2d14be13128c6,3,,,2017-05-19 00:00:00,2017-05-22 03:24:21
bcab37e37778893d858b3d159849a56d,d17dc4a904426827ca80f2ccb3a6be56,4,,,2017-05-26 00:00:00,2017-06-01 19:10:49
b3b4ba30f4ff674b60b53cbb408ad037,434d158e96bdd6972ad6e6d73ddcfd22,5,Produto novo e original,"Produto veio bem lacrado, todo original.",2018-06-19 00:00:00,2018-06-20 00:49:10
f750801982fa44d719c73fe510c369ca,f56dc9034c3962e36d49fb73baa12800,3,,,2017-09-20 00:00:00,2017-09-20 20:38:15
519e62c42f33dce5b47ffddf9fde28df,d57e15fb07fd180f06ab3926b39edcd2,1,,Não compre,2018-02-09 00:00:00,2018-02-09 03:22:43
ab80d532fa8e6408aff60b4fa56566e3,47aa4816b27ba60ec948cd019cc1afc1,5,,,2018-07-04 00:00:00,2018-07-05 19:17:35
219cf59cf889bc85babbd1cd1fe30f2d,83018ec114eee8641c97e08f7b4e926f,4,,,2017-11-09 00:00:00,2017-11-10 01:06:29
70c498f6918af37d6444d7846449ea5b,85ce859fd6dc634de8d2f1e290444043,5,,,2017-11-28 00:00:00,2017-11-28 22:12:02
972af321805debb981796f0c49c707c0,77e9941864fc840be8e4b1ba5347c0f7,5,,,2018-08-17 00:00:00,2018-08-20 11:43:17
0e2db9f3094b64e23c8cef7a3b6fb88b,38b7efdf33dd5561f4f5d4f6e07b0414,1,,"Meu produto não chegou. Isso gerou estresse e eu não estou conseguindo fazer a devolução. Caso isso aconteça, vou por na justiça.",2017-08-30 00:00:00,2017-09-04 12:33:47
6a1a8e54de03ab98e6e8ff56e56e507f,fbf9ac61453ac646ce8ad9783d7d0af6,2,,Demora muito entregar. Já passou o prazo e ainda não recebi minha encomenda.,2018-03-16 00:00:00,2018-03-20 23:10:58
8972e42b54449efa29204423f1a9ead7,ccbabeb0b02433bd0fcbac46e70339f2,4,,,2018-03-10 00:00:00,2018-03-11 21:08:38
461e35bfdfadee1a15c3c949b036f20f,6bfa92d3952f762df12752e4937cd63e,1,,,2018-05-12 00:00:00,2018-05-14 09:51:51
e07549ef5311abcc92ba1784b093fb56,136cce7faa42fdb2cefd53fdc79a6098,2,,fiquei triste por n ter me atendido.,2017-05-13 00:00:00,2017-05-13 20:25:42
8d5266042046a06655c8db133d120ba5,53cdb2fc8bc7dce0b6741e2150273451,4,Muito boa a loja,Muito bom o produto.,2018-08-08 00:00:00,2018-08-08 18:37:50
3702eff31f779fd92452831a751d4201,10918fe4d665fda80034712895c2b92f,1,,,2017-08-05 00:00:00,2017-08-05 15:32:13
17800f818523b736983eab6f130be2e3,686541986ecfb7d9296eb67719973bf0,4,,Agora é testar para avaliar se é de qualidade. Mas até agora tudo certo.,2018-02-21 00:00:00,2018-02-24 02:10:53
528785db65c6445df1d15acc64599f89,c5e1ff5a434a0e128ac186bd92c1060d,2,,Estou insatisfeita pela falta de atenção com o cliente! Foi solicitado no início o cancelamento do pedido no qual não fui atendida! Não pretendo comprar mais tão cedo por aqui! !! ,2018-04-08 00:00:00,2018-04-08 08:17:59
bf8ad702d153b8c1c73328591242c7d1,3b4ad687e7e5190db827e1ae5a8989dd,1,,"Comprei um produto e não entregaram. 
Pedi o cancelado do produto.",2018-08-05 00:00:00,2018-08-05 13:47:00
c225aedd5520d9d13a7cdcb08b97146d,3bc77ce8be27211bac313c2daa402d1a,5,,,2017-04-12 00:00:00,2017-04-15 19:54:58
5b1625e5b9843840ed3ab3f164eb5e3f,7206b86ea789983f7a273ea7fa0bc2a8,3,,,2018-04-06 00:00:00,2018-04-07 10:32:31
a54f0611adc9ed256b57ede6b6eb5114,e481f51cbdc54678b7cc49136f2d6af7,4,,"Não testei o produto ainda, mas ele veio correto e em boas condições. Apenas a caixa que veio bem amassada e danificada, o que ficará chato, pois se trata de um presente.",2017-10-11 00:00:00,2017-10-12 03:43:48
0c00083494717bc36977eb15ba4bba01,116f0b09343b49556bbad5f35bee0cdf,5,,,2018-01-09 00:00:00,2018-01-12 01:09:35
8bc9fc3e9fa62ffd285a1f5190932176,4d630f57194f5aba1a3d12ce23e71cd9,3,,,2017-12-16 00:00:00,2017-12-20 09:34:26
07d67dd06ed5f88bef11ef6b464e79ae,6514b8ad8028c9f2cc2374ded245783f,5,,,2017-05-27 00:00:00,2017-05-28 02:59:57
2d55a33d01d224bc635d1e5f52f0e5e6,23f553848a03aaab35bb3f9f87725125,5,,,2018-06-19 00:00:00,2018-06-19 16:40:38
2d4303fd561eb4ab51c87faa6598dc10,acce194856392f074dbf9dada14d8d82,1,NÃO RECOMENDO!!!! ,"Até o momento não recebi o produto Protetor De Colchão Para Berço - Algodão Impermeável, já fiz a reclamação desde o dia 18/06 e ainda não obtive retorno. Irei cancelar o pedido e estornar a compra hj",2018-06-17 00:00:00,2018-06-20 11:38:22
38cae21b1b57a95959440380d5b2ef7a,203096f03d82e0dffbc41ebc2e2bcfb7,2,,"os correios estäo em greve... näo recebi nenhum aviso de atraso, mas de qqer forma a empresa responsável deveria dar alguma resposta sobre o atraso.",2017-10-01 00:00:00,2017-10-01 17:55:21
c6c7b60ba68b021882a19cd79aaadc26,20e0101b20700188cadb288126949685,5,,,2018-02-16 00:00:00,2018-02-17 18:12:16
4ff7c437ae60fa0b3c700ade55155027,66e4624ae69e7dc89bd50222b59f581f,1,,"Pedir 2 capinhas,estou pagando as duas e só veio uma.Entao não estou nada satisfeita e espero que seja reparado esse erro.",2018-04-04 00:00:00,2018-04-04 09:31:50
c76799486fd7e08385d26efbf1583fdc,cadbb3657dac2dbbd5b84b12e7b78aad,4,,,2018-03-17 00:00:00,2018-03-21 12:27:07
f242ce44c6572a94907a446b8fda32c8,714fb133a6730ab81fa1d3c1b2007291,1,,"Olá!
Minha queixa é a não entrega na residência. Tive que buscar no correio. Tenho um produto que foi devolvido, e ainda nem sei o que fazer. Talvez um telefonema ajudasse. ",2018-03-02 00:00:00,2018-03-05 01:28:24
8e0a281ae19baddf031c724ef1e6321d,8f06cc6465925031568537b815f1198d,5,,,2017-11-28 00:00:00,2017-11-29 00:17:18
49dc1a77d03e598dbe358fbdd36d602c,68873cf91053cd11e6b49a766db5af1a,4,,,2017-12-15 00:00:00,2017-12-17 19:12:44
e71c2035f3e772a0a2339e001d383d8f,b276e4f8c0fb86bd82fce576f21713e0,5,10,,2018-08-01 00:00:00,2018-08-04 02:05:33
08528f70f579f0c830189efc523d2182,03310aa823a66056268a3bab36e827fb,1,Produto errado,"Entrega do produto diferente do solicitado
Aguardo orientação para a troca",2018-08-03 00:00:00,2018-08-06 00:09:52
92361590ccd1870c0d60072aac6a8df8,e4de6d53ecff736bc68804b0b6e9f635,2,,,2017-11-09 00:00:00,2017-11-22 12:27:34
b5518cc5f716de8456af3dd8f02fd122,f633c884a99eb63866600655356d973e,1,,,2018-04-27 00:00:00,2018-04-27 12:50:15
f392709422e30b3cf27e9163a630749c,bd4bd0194d6d29f83b8557d4b89b572a,5,Bom atendimento ,,2018-08-07 00:00:00,2018-08-07 22:34:05
460b9c05a89088364143d8dec431344b,2ce1ad82022c1ba30c2079502ac725aa,5,,,2017-08-17 00:00:00,2017-08-20 01:51:14
0047ca502c37fbba9b3a31eeae3fe0c2,68e48e68da1f50f7c5838ea75e3a20dd,5,,,2018-06-23 00:00:00,2018-06-25 12:01:42
eec56fe350a345430c241eec25016592,e3447938231fb6ba2fee0231b51eca59,5,"Produto muito bonito, gos","Produto muito bonito, chegou no prazo correto parece um Trofeu, qualidade ótimo para presente",2018-08-29 00:00:00,2018-09-03 20:04:20
52957a90648cfb62d580ad3efbc30865,fa516182d28f96f5f5c651026b0749ee,5,,,2018-04-20 00:00:00,2018-04-21 13:34:24
e905f4e4e372b175115c1d6c878b5020,2807d0e504d6d4894d41672727bc139f,3,,,2018-02-09 00:00:00,2018-02-11 21:45:20
1dbe272d8884775c73d0d164bd1ff844,6a0a8bfbbe700284feb0845d95e0867f,1,,,2017-12-13 00:00:00,2017-12-19 22:50:36
eba492bfeacda5b918f67f0900030dff,948097deef559c742e7ce321e5e58919,5,,,2017-08-13 00:00:00,2017-08-13 19:57:08
c7fb23cd8188e9ed9136d6b84ec117c6,6a6c7d523fd59eb5bbefc007331af717,1,,estou aguardando o produto chegar,2017-12-21 00:00:00,2017-12-21 19:53:26
ac8b5ddc162bd9c7ef19cab7dddfd37a,2711a938db643b3f0b62ee2c8a2784aa,5,,,2018-01-10 00:00:00,2018-01-11 14:36:10
fe270df00abcb5c39fc7385143a12167,a39d3db795a5cf4c8b6c9dd050f0d326,1,,"Comprei o produto e não foi entregue, o prazo de entrega era até dia 30/03/17, liguei pra fazer a reclamação, e ficaram de me retornar a ligação e até hoje dia 03/04/2017 não entraram em contato! ",2017-04-01 00:00:00,2017-04-03 12:49:21
ad5148f64b4e7db57d818cd94b9af903,375f80ffc05feb35ce2680f1fa490575,1,,,2017-07-08 00:00:00,2017-07-09 17:19:04
44c6d194170df31929a4ab4b7ae8512a,2f634e2cebf8c0283e7ef0989f77d217,1,,"Comprei um perfume Bleu de Chanel , paguei e não recebi . ",2017-10-29 00:00:00,2017-10-29 16:40:21
15898b543726a832d4137fbef5d1d00e,e6ce16cb79ec1d90b1da9085a6118aeb,1,,Aguardando retorno da loja,2017-05-30 00:00:00,2017-05-30 23:13:47
aaeb804fe1828db8cc3d8b52ec38a1fa,37553832a3a89c9b2db59701c357ca67,1,,Até hoje não recebi meu produto e nem uma resposta sobre o ressarcimento.Aguardo uma solução para que eu continue a comprar com o stark.,2017-09-10 00:00:00,2017-09-12 17:00:15
b6ea5566d6060db04ebe53a1291e4541,c272bcd21c287498b4883c7512019702,3,,,2018-02-18 00:00:00,2018-02-20 19:23:56
e50934924e227544ba8246aeb3770dd4,ad21c59c0840e6cb83a9ceb5573f8159,5,,,2018-02-17 00:00:00,2018-02-18 13:02:51
3e676449a927e393760c598df0bd7e7b,ee0db22a8e742b752914016708470ec8,1,,"voces se tornaram corruptos,paguei e ainda nao recebi o produto",2017-09-20 00:00:00,2017-10-10 21:22:12
16fe408521a9c6de156276d366356476,138849fd84dff2fb4ca70a0a34c4aa1c,5,,,2018-02-15 00:00:00,2018-02-15 17:07:02
160850927a5f16f903dc83a05e0a5826,d3c8851a6651eeff2f73b0e011ac45d0,1,,,2016-12-11 00:00:00,2016-12-13 10:17:32
7fb04ba6e8b915c62557517d5c1e04ee,8e24261a7e58791d10cb1bf9da94df5c,1,,Anunciam um produto que não tem em estoque e ainda não cancelaram a compra no meu cartão!,2017-12-07 00:00:00,2017-12-11 10:37:57
7aa7e27162291e0cb4834e9e0198214e,9defaf92cff22420e4e8ef7784815a55,5,,,2018-05-22 00:00:00,2018-05-22 19:23:47
fc4af8aea8ec3f1a3cd181d3d0cadbd5,76c6e866289321a7c93b82b54852dc33,1,,,2017-02-03 00:00:00,2017-02-05 01:58:35
f121467a10eee0929f364c7d62abc9b5,8563039e855156e48fccee4d611a3196,5,,"há muito tempo efetuo compras atraves desta loja, nunca tive problemas. sempre entrega antes da data.",2018-03-20 00:00:00,2018-03-23 22:56:05
19d60869413aa63834affc9ecc9d9f90,a685d016c8a26f71a0bb67821070e398,1,,Não recebi,2017-04-02 00:00:00,2017-04-02 10:58:38
f3d78d82a38fc81f086b0d810edcf3aa,f848643eec1d69395095eb3840d2051e,5,,,2018-03-20 00:00:00,2018-03-20 14:35:09
2f111691fc93df88fc3aa8c2deac61ce,f70a0aff17df5a6cdd9a7196128bd354,2,,O produto veio faltando a base para auto e como eu fiz o pedido por telefone justamente para confirmar se a base demonstrada pela foto acompanhava o produto e tbm constava na descrição do item.,2017-08-19 00:00:00,2017-08-19 23:46:02
8a4283cd714cfca8f3da98f2c0afce0e,91b2a010e1e45e6ba3d133fa997597be,4,,,2018-05-17 00:00:00,2018-05-20 18:45:34
10ce12fd0932585f9da7d600ae851337,fdf128b3630c21adc9ca4fb8a51b68ec,3,Produto nao funciona,Passei e-mail solicitando suporte para fazer o produto funciona,2018-07-25 00:00:00,2018-07-25 20:20:01
75063e46dc568ebfc4ccda0d8e28c245,86f21bf63784876b9fd6d35f46581d72,1,Regular,"Os outros produtos, a loja ofereceu mas não cumpriu com a entrega.",2018-04-28 00:00:00,2018-04-30 20:44:11
cdf7e0ccf26ce958423a8163447190db,84b8ba39037606b7b30a39d02e9e4154,1,PÉSSIMO VENDEDOR,"PÉSSIMO VENDEDOR, CANCELOU MEU PEDIDO SEM AVISO E ME DEIXOU UM BAITA PROBLEMA COM A ADMINISTRADORA DO CARTÃO, POIS, NÃO EFETUOU O CANCELAMENTO DA VENDA. AGORA TENHO QUE PAGAR SEM TER O PRODUTO.",2018-07-14 00:00:00,2018-08-02 16:52:37
982e4902543f7a91b90c9bcae032fc67,662823ed689412b9a2e5085620e06070,1,,,2018-04-07 00:00:00,2018-04-07 22:03:39
6e4344680dbd30c75f78394e0dcfffdf,ed3efbd3a87bea76c2812c66a0b32219,2,,O produto veio com defeito ele não liga não funciona quero trocar,2018-07-28 00:00:00,2018-07-30 11:06:16
dc5cb78313de2f9c467da1f72302de04,60550084e6b4c0cb89a87df1f3e5ebd9,4,,bom pode comprar,2018-03-14 00:00:00,2018-03-16 00:52:33
ffa0d9ba2678dba5fa370295245f473d,641fb0752bf5b5940c376b3a8bb9dc52,4,,"Inicialmente, pedi o cancelamento do pedido devido a falta de atualização com o produto, hoje sei que é erro do APLICATIVO e não do vendedor.",2018-01-04 00:00:00,2018-01-04 18:29:06
1838769492be4032ccbce34b5ac64345,ec341c54a5ebf8ee0a67a8632aa7579b,5,,,2017-09-09 00:00:00,2017-09-12 00:22:01
19ff7f2ec1b7889bc11f85667a22eaa3,e425680f760cbc130be3e53a9773c584,5,,Potente e grande. ,2017-09-05 00:00:00,2017-09-09 12:50:03
3ee0f16b91a29ca331bbea4f4021b777,989225ba6d0ebd5873335f7e01de2ae7,4,,,2018-01-04 00:00:00,2018-01-11 15:41:05
a205cb50c298eea221ae32dc498db2c3,36530871a5e80138db53bcfd8a104d90,1,,,2017-06-14 00:00:00,2017-06-16 12:13:47
fda38b7c98f571ef4c6da9eba2b417c6,7a9d4c7f9b068337875b95465330f2fc,5,,,2017-06-01 00:00:00,2017-06-01 08:21:44
105facb42b5b9147996f0b1b6fbf7b80,714fb133a6730ab81fa1d3c1b2007291,1,,"Holá!
Não recebi o produto é nem um telefonema referente ao que comprei.",2018-02-24 00:00:00,2018-02-27 00:13:54
7fe86452ea24bb5085343b5e9d684a3e,5820a1100976432c7968a52da59e9364,5,Excelente,Prazo de entrega excelente e produto cuidadosamente embalado! Recomendo!,2018-08-03 00:00:00,2018-08-04 14:36:31
15c8f3b3ff412d0f8d6b72053335fd0b,3a129877493c8189c59c60eb71d97c29,1,,Não recebi o produto e também não tive reembolso,2018-02-25 00:00:00,2018-02-25 11:02:38
fa176e56fff4c6d5a9f58d4e735e3ab3,86f0bcd9b426a2c1022ae317c7f27be6,4,,,2017-03-31 00:00:00,2017-04-02 13:25:58
57be0c4c29a5113d8344db898974b47b,d887b52c6516beb39e8cd44a5f8b60f7,5,,Ficou tudo ok só pensei q fosse maior mas.ta bom,2018-02-23 00:00:00,2018-02-25 11:39:37
87bed0b5fb6856c9328d5e60df70546a,40c5e18f7d112b59b3e5113a59a905b3,5,super recomento,Entrega antes da data marcada. Excelente,2018-06-20 00:00:00,2018-06-20 13:12:42
dde1e40541d41f6ef8b16aec2913338c,b68d69564a79dea4776afa33d1d2fcab,1,,Não chegou.,2018-03-25 00:00:00,2018-03-25 03:41:01
67904467df350a66376e3a42fbe02139,dd78f560c270f1909639c11b925620ea,5,,"Lindos. 
Acabamento incrivel, muiro macios e super em conta.",2018-03-22 00:00:00,2018-03-25 02:36:39
c4b17a374b71539eb360fe5baaa9a10e,0760a852e4e9d89eb77bf631eaaf1c84,3,bolo fake,"Gostei do produto, porem fiquei preocupada não chegasse a tempo pois não foi atualizado o status da compra chegou no ultimo dia do prazo.",2018-08-25 00:00:00,2018-08-29 10:48:52
abc5655186d40772bd6e410420e6a3ed,e69bfb5eb88e0ed6a785585b27e16dbf,5,,,2017-08-17 00:00:00,2017-08-18 01:47:32
359d03e676b3c069f62cadba8dd3f6e8,949d5b44dbf5de918fe9c16f97b45f8a,5,,O produto foi exatamente o que eu esperava e estava descrito no site e chegou bem antes da data prevista.,2017-12-03 00:00:00,2017-12-05 19:21:58
25b502beeef8b3aff87449ccdc001f53,9faeb9b2746b9d7526aef5acb08e2aa0,1,Recebi apenas 1 unidade ,"Recebi apenas 1 unidade solicitada, deveriam ser 2, inclusive foi cobrado e consta na nota fiscal. Estou tentando contato com a loja a 4 dias. Informam que vão me mandar por email o contato do fornece",2018-08-01 00:00:00,2018-08-04 02:14:45
b62fb61e2c54c9f7d8ef6395ad98b858,734e7d1bbaeb2ff82521ca0fe6fb6f79,5,,,2018-07-03 00:00:00,2018-07-12 05:21:13
38e0eacbb8cfdf2ae24fb05ea1eb0c39,41bb5cee06dbf170878a9ef93ac7e7f5,5,super recomendo,Recebi 22 dias antes do prazo,2018-05-19 00:00:00,2018-05-21 11:11:11
61ee51e6086df4cf6f9cc470a81a4a6a,6abaad69b8b349c3a529b4b91ce18e46,4,,O produto é uma ótima decoração para deixar o ambiente lindo. ,2018-02-25 00:00:00,2018-02-26 12:06:44
590aec3016a098ad236fc59459173f33,6ebaec694d7025e2ad4a05dba887c032,1,,A cuba veio quebrada. Como efetuo barroca?,2017-05-30 00:00:00,2017-05-31 13:34:59
806cc627c435dff7c0a66ecb56b8a038,98fe01bc254b759c1f2c11d77c2891d5,1,,pessima loja. vende e depois n tem estoque...,2017-11-29 00:00:00,2017-11-29 09:26:46
dfcc60a0a9bf7470d1acf910bc306e78,1e7aff52cdbb2451ace09d0f848c3699,5,,Quero o cartão de crédito das Lojas lannister! Minha satisfação é Plena! ,2017-06-01 00:00:00,2017-06-04 23:01:26
5a8608437f4b52bec5cd143f37258b5e,dcb36b511fcac050b97cd5c05de84dc3,5,Nota dez,Obrigado pela atenção. Lojas lannister perfeito em tudo.,2018-07-03 00:00:00,2018-07-03 15:10:07
3fb0e4d9bf232d8801b25896c772b606,2edfd6d1f0b4cd0db4bf37b1b224d855,5,,,2017-06-22 00:00:00,2017-06-23 00:27:36
0153550f6dd1a6bdfc334a919622abfb,ecab90c9933c58908d3d6add7c6f5ae3,4,,,2018-03-28 00:00:00,2018-03-29 16:38:11
894b525b6e447029ee870124c0175c63,6b860b35691d486e45dc98e3514ec5f6,5,,,2017-12-20 00:00:00,2018-01-02 12:19:41
6ffeba08769d43748c55c3f83df89452,8447ff843b2616c50c0ced28ab1dae03,4,,,2018-01-10 00:00:00,2018-01-11 10:02:04
1d507207ffd8c75b785304b33e2f6c59,95266dbfb7e20354baba07964dac78d5,4,,,2018-01-27 00:00:00,2018-01-28 11:42:31
d0d8cc7219984cfa3763c891edb27b0b,5acce57f8d9dfd55fa48e212a641a69d,5,,,2017-08-09 00:00:00,2017-08-10 14:50:36
5caca29ffffe9086162ca51303817420,6ea2f835b4556291ffdc53fa0b3b95e8,1,,"Inicialmente, na data da compra o produto era para ser entregue até 21/12. Hoje é dia 27/12 e não chegou ainda. ",2017-12-22 00:00:00,2017-12-28 11:25:32
d37b8cfe7008f4c4d72e4b441a827cf9,95e42e6aaf6264cd3e77c06b32dc3003,1,,Nao entregaram o produto e nao entraram em contato para resolver o problema ate o momento.,2017-12-10 00:00:00,2017-12-11 23:23:27
4221f3f3b5ffcf57d8eb3497d3332479,5869074071e0f56e9085dc3742c97b2a,1,Péssima muito Ruin,"
",2018-07-05 00:00:00,2018-07-05 11:56:39
16c9343b992649ddef0e1ea14ab26f63,f0df036e9be21fc238f131bbfcdde769,1,,,2017-04-09 00:00:00,2017-04-09 15:11:16
fd793fea4f4a2ddcc956561144b6c04e,82bce245b1c9148f8d19a55b9ff70644,1,,,2017-05-11 00:00:00,2017-05-12 11:25:49
02684930e50680f1b2105cb0ccfae932,9021cf1919f615a121410790dcce848f,1,,Não recebi e espero receber,2018-08-26 00:00:00,2018-08-26 20:23:54
7c6c73f98c2c13432d5334ce5efee6c0,0a4a2fccb27bd83a892fa503987a595b,4,,,2017-05-12 00:00:00,2017-08-01 17:36:08
ed220e853e96b629118a3576e02900b6,82566a660a982b15fb86e904c8d32918,5,,,2018-06-20 00:00:00,2018-06-20 15:31:29
2aff17b27e1fa4125d6d9e9800b22d07,b8801cccd8068de30112e4f49903d74a,3,,Tudo em ordem.,2017-08-02 00:00:00,2017-08-02 20:06:46
14d540de5632307e389e9416086fc978,1b9ecfe83cdc259250e1a8aca174f0ad,1,,,2018-08-17 00:00:00,2018-08-19 13:51:01
a93ccadd9d8a695ceb12a9e8ee0daf6e,2eb5ba20812f78127f6243fa27fb40e5,1,,Ainda aguardando entrega do pedido. Necessito solução urgente.,2017-06-24 00:00:00,2017-06-26 17:45:06
0f54fea9e89c2a9398b2bd56e3880eda,8d4c637f1accf7a88a4555f02741e606,5,Adorei ,,2018-08-26 00:00:00,2018-08-26 20:21:38
89b738e70a1ce346db29a20fb2910161,a4591c265e18cb1dcee52889e2d8acc3,4,,,2017-07-27 00:00:00,2017-07-27 22:48:30
ff4b347f3b82de5ff2b04329bb9bfa39,a6aeb116d2cb5013eb8a94585b71ffef,5,,,2017-09-17 00:00:00,2017-09-18 18:42:40
2c6741d2b72eb45a9ef713560f5eccf7,1950d777989f6a877539f53795b4c3c3,3,,"O produto não foi enviado, porque eu errei ao digitar o número da minha casa",2018-03-11 00:00:00,2018-03-11 04:00:19
13e5d0c88df75ece0878b9c4e3a3cc03,974c1993ab8024d3ed16229183c2308d,5,, produto otimo,2017-03-11 00:00:00,2017-03-13 14:23:53
